Name,Location,Height,Weight,Ranking,NationalRank,PositionRank,StateRank,State,Position,Year,School,Type,count,loc_inside_parens,location_name,Location_Clean,lat,long,School_Clean,School_City,college_lat,college_long,Date,disFromHS_m,miles_away,University
Anthonie Cooper,"Millennium (Goodyear, AZ)",6-3,275,83,NA,94,21,AZ,SDE,2019,Arizona State,Commit,3,"Goodyear, AZ",Millennium,"Millennium High School, Goodyear, AZ",33.4674695,-112.3842224,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2019-01-01,41563.47645157324,26,Arizona State University
Roman DeWys,"Basha (Chandler, AZ)",6-5,280,83,NA,125,23,AZ,OT,2019,Arizona State,Commit,3,"Chandler, AZ",Basha,"Basha High School, Chandler, AZ",33.3062031,-111.841185,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2019-01-01,16115.255589350338,10,Arizona State University
Andre Johnson,"Tolleson Union (Tolleson, AZ)",6-3,185,82,NA,207,36,AZ,WR,2019,Arizona State,Commit,2,"Tolleson, AZ",Tolleson Union,"Tolleson Union High School, Tolleson, AZ",33.4500497,-112.259309,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2019-01-01,29815.187571403072,19,Arizona State University
Ben Scott,"St. Louis (Honolulu, HI)",6-5,290,82,NA,142,17,HI,OT,2019,Arizona State,Commit,2,"Honolulu, HI",St. Louis,"St. Louis High School, Honolulu, HI",21.304547,-157.855676,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2019-01-01,4696110.707596581,2918,Arizona State University
Tautala Pesefea Jr.,"American River C.C. (Sacramento, CA)",6-4,304,87,NA,NA,NA,CA,DT,2019,Arizona State,Commit,3,"Sacramento, CA",American River C.C.,"American River C.C. High School, Sacramento, CA",38.5810606,-121.493895,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2019-01-01,1033115.7626890412,642,Arizona State University
LV Bunkley-Shelton,"Junipero Serra (Gardena, CA)",6-0,180,94,153,25,12,CA,WR,2020,Arizona State,Commit,1,"Gardena, CA",Junipero Serra,"Junipero Serra High School, Gardena, CA",33.8815702,-118.2918113,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,591252.3162942668,367,Arizona State University
Elijhah Badger,"Folsom (Folsom, CA)",6-2,195,93,182,6,14,CA,WR,2020,Arizona State,Commit,2,"Folsom, CA",Folsom,"Folsom High School, Folsom, CA",38.6779591,-121.176058,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,1015119.6975548436,631,Arizona State University
Daniyel Ngata,"Folsom (Folsom, CA)",5-9,180,93,188,4,16,CA,RB,2020,Arizona State,Commit,2,"Folsom, CA",Folsom,"Folsom High School, Folsom, CA",38.6779591,-121.176058,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,1015119.6975548436,631,Arizona State University
Johnny Wilson,"Calabasas (Calabasas, CA)",6-6,224,92,201,36,18,CA,WR,2020,Arizona State,Commit,2,"Calabasas, CA",Calabasas,"Calabasas High School, Calabasas, CA",34.1446643,-118.644097,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,625895.0898401389,389,Arizona State University
Jordan Banks,"Narbonne (Harbor City, CA)",6-1,228,92,224,13,19,CA,OLB,2020,Arizona State,Commit,2,"Harbor City, CA",Narbonne,"Narbonne High School, Harbor City, CA",33.7911012,-118.3012604,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,591661.6954111536,368,Arizona State University
Chip Trayanum,"Archbishop Hoban (Akron, OH)",5-11,220,90,NA,22,6,OH,RB,2020,Arizona State,Commit,3,"Akron, OH",Archbishop Hoban,"Archbishop Hoban High School, Akron, OH",41.083064,-81.518485,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,2812922.006107944,1748,Arizona State University
Chad Johnson Jr.,"Cathedral (Los Angeles, CA)",6-2,190,90,NA,61,33,CA,WR,2020,Arizona State,Commit,3,"Los Angeles, CA",Cathedral,"Cathedral High School, Los Angeles, CA",34.0536909,-118.242766,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,588093.3109784892,365,Arizona State University
D.J. Taylor,"Tampa Catholic (Tampa, FL)",5-10,185,90,NA,31,49,FL,S,2020,Arizona State,Commit,3,"Tampa, FL",Tampa Catholic,"Tampa Catholic High School, Tampa, FL",27.9477595,-82.458444,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,2879056.340208075,1789,Arizona State University
Caleb McCullough,"Pacifica (Oxnard, CA)",6-2,203,89,NA,19,37,CA,ILB,2020,Arizona State,Commit,2,"Oxnard, CA",Pacifica,"Pacifica High School, Oxnard, CA",34.1976308,-119.180381,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,675672.378886686,420,Arizona State University
Omarr Norman-Lott,"Grant Union (Sacramento, CA)",6-2.5,295,89,NA,32,38,CA,DT,2020,Arizona State,Commit,2,"Sacramento, CA",Grant Union,"Grant Union High School, Sacramento, CA",38.5810606,-121.493895,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,1033115.7626890412,642,Arizona State University
Ed Woods,"McClymonds (Oakland, CA)",6-0,175,88,NA,37,51,CA,S,2020,Arizona State,Commit,1,"Oakland, CA",McClymonds,"McClymonds High School, Oakland, CA",37.8044557,-122.271356,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,1053704.170663688,655,Arizona State University
Will Shaffer,"Saguaro (Scottsdale, AZ)",6-1,210,87,NA,23,15,AZ,ILB,2020,Arizona State,Commit,2,"Scottsdale, AZ",Saguaro,"Saguaro High School, Scottsdale, AZ",33.4942189,-111.926018,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,7730.812496196578,5,Arizona State University
Joe Moore,"Cardinal Ritter College Prep (St. Louis, MO)",6-4,250,87,NA,34,8,MO,SDE,2020,Arizona State,Commit,2,"St. Louis, MO",Cardinal Ritter College Prep,"Cardinal Ritter College Prep High School, St. Louis, MO",38.6280278,-90.1910154,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,2037917.7984256616,1266,Arizona State University
Rachaad White,"Mt. San Antonio College (Walnut, CA)",6-1,197,86,50,5,12,CA,RB,2020,Arizona State,Commit,2,"Walnut, CA",Mt. San Antonio College,"Mt. San Antonio College High School, Walnut, CA",34.0203253,-117.8659441,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,553104.3663480411,344,Arizona State University
Daylin McLemore,"Junipero Serra (San Mateo, CA)",6-3,195,85,NA,27,100,CA,DUAL,2020,Arizona State,Commit,3,"San Mateo, CA",Junipero Serra,"Junipero Serra High School, San Mateo, CA",37.496904,-122.3330573,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,1045130.4876524565,649,Arizona State University
T Lee,"Buford (Buford, GA)",5-11,172,85,NA,78,105,GA,S,2020,Arizona State,Commit,3,"Buford, GA",Buford,"Buford High School, Buford, GA",34.1206564,-84.0043513,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,2580741.411531227,1604,Arizona State University
Macen Williams,"Narbonne (Harbor City, CA)",5-10.5,165,85,NA,97,107,CA,CB,2020,Arizona State,Commit,3,"Harbor City, CA",Narbonne,"Narbonne High School, Harbor City, CA",33.7911012,-118.3012604,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,591661.6954111536,368,Arizona State University
Ben Bray,"Red Mountain (Mesa, AZ)",6-5,275,84,NA,111,29,AZ,OG,2020,Arizona State,Commit,3,"Mesa, AZ",Red Mountain,"Red Mountain High School, Mesa, AZ",33.4151005,-111.831455,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,10162.812494846059,6,Arizona State University
Jacob Nunez,"Lompoc (Lompoc, CA)",6-3,285,84,NA,91,141,CA,OG,2020,Arizona State,Commit,3,"Lompoc, CA",Lompoc,"Lompoc High School, Lompoc, CA",34.6391501,-120.4579009,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,797802.4996916471,496,Arizona State University
Ryan Morgan,"Lompoc (Lompoc, CA)",6-3,230,82,NA,267,208,CA,TE,2020,Arizona State,Commit,1,"Lompoc, CA",Lompoc,"Lompoc High School, Lompoc, CA",34.6391501,-120.4579009,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,797802.4996916471,496,Arizona State University
Jake Ray,"St. Thomas Aquinas (Fort Lauderdale, FL)",6-4,246,81,NA,107,286,FL,TE,2020,Arizona State,Commit,1,"Fort Lauderdale, FL",St. Thomas Aquinas,"St. Thomas Aquinas High School, Fort Lauderdale, FL",26.1223084,-80.1433786,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2020-01-01,3166003.834257504,1967,Arizona State University
Isaiah Johnson,"St. Bernard (Playa Del Rey, CA)",6-2,180,93,157,13,11,CA,CB,2021,Arizona State,Commit,1,"Playa Del Rey, CA",St. Bernard,"St. Bernard High School, Playa Del Rey, CA",33.9541453,-118.4388067,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,605304.8693603342,376,Arizona State University
Tommi Hill,"Edgewater (Orlando, FL)",6-1,185,91,233,11,30,FL,CB,2021,Arizona State,Commit,2,"Orlando, FL",Edgewater,"Edgewater High School, Orlando, FL",28.5421109,-81.3790304,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,2957956.6347801117,1838,Arizona State University
Lonyatta Alexander,"Kennedy Catholic (Burien, WA)",6-3,189,91,239,33,7,WA,WR,2021,Arizona State,Commit,2,"Burien, WA",Kennedy Catholic,"Kennedy Catholic High School, Burien, WA",47.469918,-122.3485274,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,1788430.582918923,1111,Arizona State University
Ezra Dotson-Oyetade,"Lakeview Centennial (Garland, TX)",6-3,285,90,NA,16,40,TX,IOL,2021,Arizona State,Commit,2,"Garland, TX",Lakeview Centennial,"Lakeview Centennial High School, Garland, TX",32.912624,-96.6388833,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,1427054.2919908864,887,Arizona State University
Jaydon Williams,"South Oak Cliff (Dallas, TX)",6-1,195,90,NA,36,47,TX,LB,2021,Arizona State,Commit,2,"Dallas, TX",South Oak Cliff,"South Oak Cliff High School, Dallas, TX",32.7762719,-96.7968559,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,1414148.4252083837,879,Arizona State University
Eric Gentry,"Neumann Goretti (Philadelphia, PA)",6-6,205,89,NA,26,15,PA,OLB,2021,Arizona State,Commit,1,"Philadelphia, PA",Neumann Goretti,"Neumann Goretti High School, Philadelphia, PA",39.9527237,-75.1635262,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,3340840.630076192,2076,Arizona State University
Gharin Stansbury,"Franklin (Franklin, LA)",6-5,230,87,NA,42,20,LA,Edge,2021,Arizona State,Commit,3,"Franklin, LA",Franklin,"Franklin High School, Franklin, LA",32.1254252,-91.6778053,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,1900811.1399446533,1181,Arizona State University
Isaia Glass,"Queen Creek (Queen Creek, AZ)",6-5,245,87,NA,63,14,AZ,OT,2021,Arizona State,Commit,3,"Queen Creek, AZ",Queen Creek,"Queen Creek High School, Queen Creek, AZ",33.2483858,-111.634158,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,34593.5353973219,21,Arizona State University
RJ Regan,"Orange Lutheran (Orange, CA)",6-0,186,87,NA,60,69,CA,CB,2021,Arizona State,Commit,3,"Orange, CA",Orange Lutheran,"Orange Lutheran High School, Orange, CA",33.750631,-117.8722311,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,551780.1983843119,343,Arizona State University
Finn Collins,"Bishop Alemany (Mission Hills, CA)",6-3,178,86,NA,64,87,CA,PRO,2021,Arizona State,Commit,2,"Mission Hills, CA",Bishop Alemany,"Bishop Alemany High School, Mission Hills, CA",34.687584,-120.4390175,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,796788.791058835,495,Arizona State University
Austin Barry,"John W. North (Riverside, CA)",6-6,260,86,NA,85,91,CA,OT,2021,Arizona State,Commit,2,"Riverside, CA",John W. North,"John W. North High School, Riverside, CA",33.9824949,-117.374238,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,507485.6191013591,315,Arizona State University
Armon Bethea,"Erasmus Hall (Brooklyn, NY)",6-5,310,83,NA,99,6,NY,OG,2021,Arizona State,Commit,1,"Brooklyn, NY",Erasmus Hall,"Erasmus Hall High School, Brooklyn, NY",40.6526006,-73.9497211,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,3445298.604818009,2141,Arizona State University
Eddie Czaplicki,"Providence (Charlotte, NC)",6-1,185,78,NA,11,108,NC,P,2021,Arizona State,Commit,1,"Charlotte, NC",Providence,"Providence High School, Charlotte, NC",35.2272086,-80.8430827,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2021-01-01,2857178.3244496887,1775,Arizona State University
Tevin White,"North Stafford (Stafford, VA)",6-1,200,90,NA,28,11,VA,RB,2022,Arizona State,Commit,2,"Stafford, VA",North Stafford,"North Stafford High School, Stafford, VA",38.4167265,-77.4579783,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,3142219.556494652,1952,Arizona State University
Jacob Newell,"Thurston (Springfield, OR)",6-5,220,88,NA,33,5,OR,TE,2022,Arizona State,Commit,2,"Springfield, OR",Thurston,"Thurston High School, Springfield, OR",44.0462362,-123.0220289,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,1519726.4359272295,944,Arizona State University
Bennett Meredith,"Hoover (Hoover, AL)",6-3,190,86,NA,51,36,AL,QB,2022,Arizona State,Commit,1,"Hoover, AL",Hoover,"Hoover High School, Hoover, AL",33.350293,-86.851123,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,2328618.5093283243,1447,Arizona State University
Dylan Hall,"Antelope Valley College (Lancaster, CA)",6-5,250,85,44,7,3,CA,DL,2022,Arizona State,Commit,4,"Lancaster, CA",Antelope Valley College,"Antelope Valley College High School, Lancaster, CA",34.6981064,-118.1366153,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,589103.5206543262,366,Arizona State University
Robby Harrison,"Emerald (Greenwood, SC)",6-3,285,84,NA,176,21,SC,DL,2022,Arizona State,Commit,4,"Greenwood, SC",Emerald,"Emerald High School, Greenwood, SC",34.1489805,-82.112882,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,2753729.846564802,1711,Arizona State University
Bryce Pierre,"Mt. San Antonio College (Walnut, CA)",6-5,240,84,72,1,10,CA,TE,2022,Arizona State,Commit,4,"Walnut, CA",Mt. San Antonio College,"Mt. San Antonio College High School, Walnut, CA",34.0203253,-117.8659441,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,553104.3663480411,344,Arizona State University
Danny Valenzuela,"College of the Canyons (Valencia, CA)",6-3,280,84,84,7,14,CA,IOL,2022,Arizona State,Commit,4,"Valencia, CA",College of the Canyons,"College of the Canyons High School, Valencia, CA",34.4269711,-118.604298,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,626017.4016720365,389,Arizona State University
Blazen Lono-Wong,"Kailua (Kailua, HI)",6-4,240,83,NA,99,9,HI,Edge,2022,Arizona State,Commit,2,"Kailua, HI",Kailua,"Kailua High School, Kailua, HI",19.641941,-155.996933,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,4609580.6221864335,2864,Arizona State University
Jalil Rivera-Harvey,"East Los Angeles College (Monterey Park, CA)",6-4,295,82,152,24,34,CA,DL,2022,Arizona State,Commit,1,"Monterey Park, CA",East Los Angeles College,"East Los Angeles College High School, Monterey Park, CA",34.051522,-118.129807,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,577684.078103943,359,Arizona State University
James Djonkam,"Independence C.C. (Independence, KS)",6-4,250,79,180,10,47,KS,Edge,2022,Arizona State,Commit,1,"Independence, KS",Independence C.C.,"Independence C.C. High School, Independence, KS",37.2242358,-95.7083131,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,1532630.6174200154,952,Arizona State University
Carter Brown,"Dawson (Pearland, TX)",6-1,185,78,NA,15,307,TX,K,2022,Arizona State,Commit,1,"Pearland, TX",Dawson,"Dawson High School, Pearland, TX",29.5639758,-95.2864299,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2022-01-01,1637033.8546801445,1017,Arizona State University
Jaden Rashada,"Pittsburg (Pittsburg, CA)",6-4,175,97,44,6,4,CA,QB,2023,Arizona State,Commit,1,"Pittsburg, CA",Pittsburg,"Pittsburg High School, Pittsburg, CA",38.0181745,-121.8901232,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,1033616.2412996541,642,Arizona State University
Max Iheanachor,"East Los Angeles College (Monterey Park, CA)",6-7,315,89,11,3,3,CA,OT,2023,Arizona State,Commit,7,"Monterey Park, CA",East Los Angeles College,"East Los Angeles College High School, Monterey Park, CA",34.051522,-118.129807,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,577684.078103943,359,Arizona State University
Josiah Cox,"Lincoln (San Diego, CA)",6-2,180,89,NA,49,47,CA,S,2023,Arizona State,Commit,7,"San Diego, CA",Lincoln,"Lincoln High School, San Diego, CA",32.7174202,-117.162772,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,493915.22799592465,307,Arizona State University
Ashley Williams Jr.,"Zachary (Zachary, LA)",6-5,225,88,NA,49,24,LA,Edge,2023,Arizona State,Commit,6,"Zachary, LA",Zachary,"Zachary High School, Zachary, LA",30.6485191,-91.1564961,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,1983681.5202527463,1233,Arizona State University
Korbin Hendrix,"McKinney North (McKinney, TX)",6-2,180,88,NA,84,85,TX,WR,2023,Arizona State,Commit,6,"McKinney, TX",McKinney North,"McKinney North High School, McKinney, TX",33.1976496,-96.6154471,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,1426007.9859977376,886,Arizona State University
Keontez Bradley,"Mansfield (Mansfield, OH)",6-2,175,88,NA,68,20,OH,CB,2023,Arizona State,Commit,6,"Mansfield, OH",Mansfield,"Mansfield High School, Mansfield, OH",40.75839,-82.5154471,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,2724824.7830026443,1693,Arizona State University
Kyran Bourda,"St. Augustine (New Orleans, LA)",6-3,285,87,NA,95,34,LA,DL,2023,Arizona State,Commit,5,"New Orleans, LA",St. Augustine,"St. Augustine High School, New Orleans, LA",29.9559145,-90.0730259,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,2104460.189866438,1308,Arizona State University
K'Vion Thunderbird,"Kenwood Academy (Chicago, IL)",6-1,215,87,NA,73,20,IL,LB,2023,Arizona State,Commit,5,"Chicago, IL",Kenwood Academy,"Kenwood Academy High School, Chicago, IL",41.8755616,-87.6244212,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,2331241.283554889,1449,Arizona State University
Kyle Scott,"Riverside C.C. (Riverside, CA)",6-5,320,87,46,15,11,CA,OT,2023,Arizona State,Commit,5,"Riverside, CA",Riverside C.C.,"Riverside C.C. High School, Riverside, CA",33.9824949,-117.374238,University of arizona-state,"Tempe, AZ",33.4255117,-111.940016,2023-01-01,507485.6191013591,315,Arizona State University
